日付,銘柄名,コード,業種,TOPIXに占める個別銘柄のウエイト,ニューインデックス区分
20260430,日本車輌製造,7102,輸送用機器,0.0027%,TOPIX Small 2
20260430,ユニソルホールディングス,7128,卸売業,0.0038%,TOPIX Small 1
20260430,ヤマエグループホールディングス,7130,卸売業,0.0057%,TOPIX Small 1
20260430,ＦＰＧ,7148,証券、商品先物取引業,0.0105%,TOPIX Small 1
20260430,ライフネット生命保険,7157,保険業,0.0077%,TOPIX Small 1
20260430,全国保証,7164,その他金融業,0.0341%,TOPIX Mid400
20260430,めぶきフィナンシャルグループ,7167,銀行業,0.1141%,TOPIX Mid400
20260430,ジャパンインベストメントアドバイザー,7172,証券、商品先物取引業,0.0067%,TOPIX Small 1
20260430,東京きらぼしフィナンシャルグループ,7173,銀行業,0.0281%,TOPIX Small 1
20260430,九州フィナンシャルグループ,7180,銀行業,0.0465%,TOPIX Mid400
20260430,かんぽ生命保険,7181,保険業,0.0972%,TOPIX Mid400
20260430,ゆうちょ銀行,7182,銀行業,0.5491%,TOPIX Large70
20260430,富山第一銀行,7184,銀行業,0.0155%,TOPIX Small 1
20260430,横浜フィナンシャルグループ,7186,銀行業,0.1456%,TOPIX Mid400
20260430,ジェイリース,7187,その他金融業,0.0019%,TOPIX Small 2
20260430,西日本フィナンシャルホールディングス,7189,銀行業,0.0453%,TOPIX Mid400
20260430,ＳＢＩアルヒ,7198,その他金融業,0.0016%,TOPIX Small 2
20260430,プレミアグループ,7199,その他金融業,0.0059%,TOPIX Small 1
20260430,日産自動車,7201,輸送用機器,0.1038%,TOPIX Mid400
20260430,いすゞ自動車,7202,輸送用機器,0.1055%,TOPIX Mid400
20260430,トヨタ自動車,7203,輸送用機器,3.0673%,TOPIX Core30
20260430,三菱自動車工業,7211,輸送用機器,0.0223%,TOPIX Mid400
20260430,武蔵精密工業,7220,輸送用機器,0.0181%,TOPIX Small 1
20260430,日産車体,7222,輸送用機器,0.0026%,TOPIX Small 2
20260430,新明和工業,7224,輸送用機器,0.0140%,TOPIX Small 1
20260430,極東開発工業,7226,輸送用機器,0.0085%,TOPIX Small 1
20260430,トピー工業,7231,輸送用機器,0.0041%,TOPIX Small 2
20260430,ティラド,7236,輸送用機器,0.0037%,TOPIX Small 2
20260430,曙ブレーキ工業,7238,輸送用機器,0.0015%,TOPIX Small 2
20260430,タチエス,7239,輸送用機器,0.0072%,TOPIX Small 1
20260430,ＮＯＫ,7240,輸送用機器,0.0193%,TOPIX Mid400
20260430,フタバ産業,7241,輸送用機器,0.0050%,TOPIX Small 1
20260430,カヤバ,7242,輸送用機器,0.0146%,TOPIX Small 1
20260430,市光工業,7244,電気機器,0.0021%,TOPIX Small 2
20260430,大同メタル工業,7245,輸送用機器,0.0033%,TOPIX Small 2
20260430,プレス工業,7246,輸送用機器,0.0061%,TOPIX Small 1
20260430,アイシン,7259,輸送用機器,0.1213%,TOPIX Mid400
20260430,マツダ,7261,輸送用機器,0.0639%,TOPIX Mid400
20260430,本田技研工業,7267,輸送用機器,0.4508%,TOPIX Core30
20260430,スズキ,7269,輸送用機器,0.2452%,TOPIX Large70
20260430,ＳＵＢＡＲＵ,7270,輸送用機器,0.1323%,TOPIX Large70
20260430,ヤマハ発動機,7272,輸送用機器,0.1045%,TOPIX Mid400
20260430,小糸製作所,7276,電気機器,0.0503%,TOPIX Mid400
20260430,エクセディ,7278,輸送用機器,0.0191%,TOPIX Small 1
20260430,ミツバ,7280,電気機器,0.0041%,TOPIX Small 1
20260430,豊田合成,7282,輸送用機器,0.0272%,TOPIX Mid400
20260430,愛三工業,7283,輸送用機器,0.0055%,TOPIX Small 1
20260430,ヨロズ,7294,輸送用機器,0.0015%,TOPIX Small 2
20260430,エフ・シー・シー,7296,輸送用機器,0.0124%,TOPIX Small 1
20260430,シマノ,7309,輸送用機器,0.1318%,TOPIX Large70
20260430,テイ・エス　テック,7313,輸送用機器,0.0121%,TOPIX Mid400
20260430,三十三フィナンシャルグループ,7322,銀行業,0.0117%,TOPIX Small 2
20260430,第四北越フィナンシャルグループ,7327,銀行業,0.0347%,TOPIX Small 1
20260430,ひろぎんホールディングス,7337,銀行業,0.0484%,TOPIX Mid400
20260430,おきなわフィナンシャルグループ,7350,銀行業,0.0090%,TOPIX Small 1
20260430,ダイレクトマーケティングミックス,7354,サービス業,0.0006%,TOPIX Small 2
20260430,ポピンズ,7358,サービス業,0.0004%,TOPIX Small 2
20260430,ＬＩＴＡＬＩＣＯ,7366,サービス業,0.0021%,TOPIX Small 2
20260430,十六フィナンシャルグループ,7380,銀行業,0.0272%,TOPIX Small 1
20260430,ＣＣＩグループ,7381,銀行業,0.0185%,TOPIX Small 1
20260430,ネットプロテクションズホールディングス,7383,その他金融業,0.0024%,TOPIX Small 1
20260430,プロクレアホールディングス,7384,銀行業,0.0083%,TOPIX Small 2
20260430,ＦＰパートナー,7388,保険業,0.0018%,TOPIX Small 2
20260430,あいちフィナンシャルグループ,7389,銀行業,0.0287%,TOPIX Small 1
20260430,小野建,7414,卸売業,0.0030%,TOPIX Small 2
20260430,ノジマ,7419,小売業,0.0241%,TOPIX Small 1
20260430,カッパ・クリエイト,7421,小売業,0.0048%,TOPIX Small 1
20260430,伯東,7433,卸売業,0.0050%,TOPIX Small 1
20260430,コンドーテック,7438,卸売業,0.0025%,TOPIX Small 2
20260430,ナガイレーベン,7447,卸売業,0.0037%,TOPIX Small 2
20260430,良品計画,7453,小売業,0.1595%,TOPIX Mid400
20260430,松田産業,7456,卸売業,0.0102%,TOPIX Small 1
20260430,第一興商,7458,卸売業,0.0108%,TOPIX Mid400
20260430,メディパルホールディングス,7459,卸売業,0.0606%,TOPIX Mid400
20260430,アドヴァングループ,7463,小売業,0.0012%,TOPIX Small 2
20260430,ＳＰＫ,7466,卸売業,0.0021%,TOPIX Small 2
20260430,アルビス,7475,小売業,0.0016%,TOPIX Small 2
20260430,アズワン,7476,卸売業,0.0139%,TOPIX Mid400
20260430,スズデン,7480,卸売業,0.0018%,TOPIX Small 2
20260430,シモジマ,7482,卸売業,0.0020%,TOPIX Small 2
20260430,ドウシシャ,7483,卸売業,0.0079%,TOPIX Small 2
20260430,高速,7504,卸売業,0.0040%,TOPIX Small 2
20260430,Ｇ‐７ホールディングス,7508,小売業,0.0028%,TOPIX Small 2
20260430,たけびし,7510,卸売業,0.0017%,TOPIX Small 2
20260430,イオン北海道,7512,小売業,0.0051%,TOPIX Small 1
20260430,コジマ,7513,小売業,0.0047%,TOPIX Small 1
20260430,コーナン商事,7516,小売業,0.0090%,TOPIX Small 1
20260430,エコス,7520,小売業,0.0017%,TOPIX Small 2
20260430,ワタミ,7522,小売業,0.0024%,TOPIX Small 2
20260430,リックス,7525,卸売業,0.0017%,TOPIX Small 2
20260430,システムソフト,7527,情報・通信業,0.0004%,TOPIX Small 2
20260430,パン・パシフィック・インターナショナルホールディングス,7532,小売業,0.1815%,TOPIX Mid400
20260430,丸文,7537,卸売業,0.0021%,TOPIX Small 2
20260430,西松屋チェーン,7545,小売業,0.0089%,TOPIX Small 1
20260430,ゼンショーホールディングス,7550,小売業,0.0890%,TOPIX Mid400
20260430,ハピネット,7552,卸売業,0.0073%,TOPIX Small 1
20260430,幸楽苑,7554,小売業,0.0021%,TOPIX Small 2
20260430,橋本総業ホールディングス,7570,卸売業,0.0009%,TOPIX Small 2
20260430,日本ライフライン,7575,卸売業,0.0071%,TOPIX Small 1
20260430,サイゼリヤ,7581,小売業,0.0152%,TOPIX Small 1
20260430,タカショー,7590,卸売業,0.0006%,TOPIX Small 2
20260430,ＶＴホールディングス,7593,小売業,0.0038%,TOPIX Small 1
20260430,アルゴグラフィックス,7595,情報・通信業,0.0092%,TOPIX Small 1
20260430,魚力,7596,小売業,0.0016%,TOPIX Small 2
20260430,ＩＤＯＭ,7599,卸売業,0.0080%,TOPIX Small 1
20260430,日本エム・ディ・エム,7600,精密機器,0.0008%,TOPIX Small 2
20260430,ユナイテッドアローズ,7606,小売業,0.0053%,TOPIX Small 1
20260430,進和,7607,卸売業,0.0036%,TOPIX Small 2
20260430,ダイトロン,7609,卸売業,0.0049%,TOPIX Small 2
20260430,ハイデイ日高,7611,小売業,0.0093%,TOPIX Small 1
20260430,シークス,7613,卸売業,0.0042%,TOPIX Small 1
20260430,コロワイド,7616,小売業,0.0211%,TOPIX Mid400
20260430,オーハシテクニカ,7628,卸売業,0.0020%,TOPIX Small 2
20260430,壱番屋,7630,小売業,0.0069%,TOPIX Small 1
20260430,白銅,7637,卸売業,0.0013%,TOPIX Small 2
20260430,スギホールディングス,7649,小売業,0.0340%,TOPIX Mid400
20260430,薬王堂ホールディングス,7679,小売業,0.0020%,TOPIX Small 2
20260430,ダブルエー,7683,小売業,0.0011%,TOPIX Small 2
20260430,島津製作所,7701,精密機器,0.0921%,TOPIX Mid400
20260430,ＪＭＳ,7702,精密機器,0.0008%,TOPIX Small 2
20260430,長野計器,7715,精密機器,0.0037%,TOPIX Small 2
20260430,ブイ・テクノロジー,7717,精密機器,0.0045%,TOPIX Small 2
20260430,東京計器,7721,精密機器,0.0119%,TOPIX Small 1
20260430,愛知時計電機,7723,精密機器,0.0026%,TOPIX Small 2
20260430,インターアクション,7725,精密機器,0.0018%,TOPIX Small 2
20260430,東京精密,7729,精密機器,0.0620%,TOPIX Mid400
20260430,マニー,7730,精密機器,0.0144%,TOPIX Small 1
20260430,ニコン,7731,精密機器,0.0411%,TOPIX Mid400
20260430,オリンパス,7733,精密機器,0.1599%,TOPIX Large70
20260430,理研計器,7734,精密機器,0.0091%,TOPIX Small 1
20260430,ＳＣＲＥＥＮホールディングス,7735,電気機器,0.1393%,TOPIX Mid400
20260430,タムロン,7740,精密機器,0.0105%,TOPIX Small 1
20260430,ＨＯＹＡ,7741,精密機器,1.0544%,TOPIX Core30
20260430,ノーリツ鋼機,7744,精密機器,0.0113%,TOPIX Small 1
20260430,Ａ＆Ｄホロンホールディングス,7745,精密機器,0.0074%,TOPIX Small 1
20260430,朝日インテック,7747,精密機器,0.0750%,TOPIX Mid400
20260430,キヤノン,7751,電気機器,0.3433%,TOPIX Large70
20260430,リコー,7752,電気機器,0.0589%,TOPIX Mid400
20260430,シチズン時計,7762,精密機器,0.0287%,TOPIX Small 1
20260430,メニコン,7780,精密機器,0.0115%,TOPIX Small 1
20260430,トランザクション,7818,その他製品,0.0037%,TOPIX Small 2
20260430,ニホンフラッシュ,7820,その他製品,0.0014%,TOPIX Small 2
20260430,前田工繊,7821,その他製品,0.0071%,TOPIX Small 1
20260430,アートネイチャー,7823,その他製品,0.0014%,TOPIX Small 2
20260430,フルヤ金属,7826,その他製品,0.0133%,TOPIX Small 1
20260430,バンダイナムコホールディングス,7832,その他製品,0.1849%,TOPIX Large70
20260430,ＳＨＯＥＩ,7839,その他製品,0.0080%,TOPIX Small 1
20260430,フランスベッドホールディングス,7840,その他製品,0.0035%,TOPIX Small 2
20260430,マーベラス,7844,情報・通信業,0.0016%,TOPIX Small 2
20260430,パイロットコーポレーション,7846,その他製品,0.0128%,TOPIX Mid400
20260430,萩原工業,7856,その他製品,0.0021%,TOPIX Small 2
20260430,エイベックス,7860,情報・通信業,0.0039%,TOPIX Small 1
20260430,フジシールインターナショナル,7864,その他製品,0.0096%,TOPIX Small 1
20260430,タカラトミー,7867,その他製品,0.0238%,TOPIX Mid400
20260430,広済堂ホールディングス,7868,その他製品,0.0043%,TOPIX Small 2
20260430,レック,7874,化学,0.0020%,TOPIX Small 2
20260430,三光合成,7888,化学,0.0021%,TOPIX Small 2
20260430,プロネクサス,7893,その他製品,0.0021%,TOPIX Small 2
20260430,ＴＯＰＰＡＮホールディングス,7911,その他製品,0.1076%,TOPIX Mid400
20260430,大日本印刷,7912,その他製品,0.1222%,TOPIX Mid400
20260430,共同印刷,7914,その他製品,0.0030%,TOPIX Small 2
20260430,ＮＩＳＳＨＡ,7915,その他製品,0.0043%,TOPIX Small 1
20260430,ＺＡＣＲＯＳ,7917,化学,0.0083%,TOPIX Small 2
20260430,ＴＡＫＡＲＡ　＆　ＣＯＭＰＡＮＹ,7921,その他製品,0.0038%,TOPIX Small 2
20260430,前澤化成工業,7925,化学,0.0024%,TOPIX Small 2
20260430,未来工業,7931,化学,0.0027%,TOPIX Small 2
20260430,アシックス,7936,その他製品,0.3253%,TOPIX Large70
20260430,ツツミ,7937,その他製品,0.0013%,TOPIX Small 2
20260430,ＪＳＰ,7942,化学,0.0026%,TOPIX Small 2
20260430,ニチハ,7943,ガラス・土石製品,0.0069%,TOPIX Small 1
20260430,ローランド,7944,その他製品,0.0062%,TOPIX Small 1
20260430,エフピコ,7947,化学,0.0083%,TOPIX Small 1
20260430,小松ウオール工業,7949,その他製品,0.0037%,TOPIX Small 2
20260430,ヤマハ,7951,その他製品,0.0335%,TOPIX Mid400
20260430,河合楽器製作所,7952,その他製品,0.0014%,TOPIX Small 2
20260430,クリナップ,7955,その他製品,0.0018%,TOPIX Small 2
20260430,ピジョン,7956,その他製品,0.0190%,TOPIX Mid400
20260430,キングジム,7962,その他製品,0.0013%,TOPIX Small 2
20260430,象印マホービン,7965,電気機器,0.0081%,TOPIX Small 1
20260430,リンテック,7966,その他製品,0.0208%,TOPIX Small 1
20260430,信越ポリマー,7970,化学,0.0088%,TOPIX Small 1
20260430,イトーキ,7972,その他製品,0.0133%,TOPIX Small 1
20260430,任天堂,7974,その他製品,0.9182%,TOPIX Core30
20260430,三菱鉛筆,7976,その他製品,0.0060%,TOPIX Small 1
20260430,松風,7979,精密機器,0.0038%,TOPIX Small 2
20260430,タカラスタンダード,7981,その他製品,0.0121%,TOPIX Small 1
20260430,コクヨ,7984,その他製品,0.0296%,TOPIX Mid400
20260430,ナカバヤシ,7987,その他製品,0.0012%,TOPIX Small 2
20260430,ニフコ,7988,化学,0.0330%,TOPIX Mid400
20260430,立川ブラインド工業,7989,金属製品,0.0025%,TOPIX Small 2
20260430,グローブライド,7990,その他製品,0.0037%,TOPIX Small 1
20260430,オカムラ,7994,その他製品,0.0144%,TOPIX Small 1
20260430,バルカー,7995,化学,0.0093%,TOPIX Small 1
20260430,伊藤忠商事,8001,卸売業,1.3154%,TOPIX Core30
20260430,丸紅,8002,卸売業,0.9357%,TOPIX Large70
20260430,スクロール,8005,小売業,0.0046%,TOPIX Small 2
20260430,ヨンドシーホールディングス,8008,小売業,0.0035%,TOPIX Small 1
20260430,三陽商会,8011,繊維製品,0.0034%,TOPIX Small 2
20260430,長瀬産業,8012,卸売業,0.0406%,TOPIX Mid400
20260430,蝶理,8014,卸売業,0.0046%,TOPIX Small 2
20260430,豊田通商,8015,卸売業,0.3700%,TOPIX Large70
20260430,オンワードホールディングス,8016,繊維製品,0.0082%,TOPIX Small 1
20260430,三共生興,8018,卸売業,0.0023%,TOPIX Small 2
20260430,兼松,8020,卸売業,0.0363%,TOPIX Mid400
20260430,美津濃,8022,その他製品,0.0170%,TOPIX Small 1
20260430,ルックホールディングス,8029,繊維製品,0.0016%,TOPIX Small 2
20260430,三井物産,8031,卸売業,1.6878%,TOPIX Core30
20260430,日本紙パルプ商事,8032,卸売業,0.0119%,TOPIX Small 2
20260430,東京エレクトロン,8035,電気機器,1.7932%,TOPIX Core30
20260430,カメイ,8037,卸売業,0.0060%,TOPIX Small 2
20260430,スターゼン,8043,卸売業,0.0052%,TOPIX Small 2
20260430,セイコーグループ,8050,精密機器,0.0310%,TOPIX Small 1
20260430,山善,8051,卸売業,0.0094%,TOPIX Small 1
20260430,椿本興業,8052,卸売業,0.0039%,TOPIX Small 2
20260430,住友商事,8053,卸売業,0.7070%,TOPIX Large70
20260430,ＢＩＰＲＯＧＹ,8056,情報・通信業,0.0284%,TOPIX Mid400
20260430,内田洋行,8057,卸売業,0.0082%,TOPIX Small 1
20260430,三菱商事,8058,卸売業,2.0090%,TOPIX Core30
20260430,第一実業,8059,卸売業,0.0060%,TOPIX Small 2
20260430,キヤノンマーケティングジャパン,8060,卸売業,0.0340%,TOPIX Mid400
20260430,西華産業,8061,卸売業,0.0087%,TOPIX Small 1
20260430,佐藤商事,8065,卸売業,0.0038%,TOPIX Small 2
20260430,東京産業,8070,卸売業,0.0018%,TOPIX Small 2
20260430,ＹＵＡＳＡ,8074,卸売業,0.0104%,TOPIX Small 1
20260430,神鋼商事,8075,卸売業,0.0035%,TOPIX Small 2
20260430,阪和興業,8078,卸売業,0.0268%,TOPIX Small 1
20260430,正栄食品工業,8079,卸売業,0.0055%,TOPIX Small 1
20260430,カナデン,8081,卸売業,0.0038%,TOPIX Small 2
20260430,ＲＹＯＤＥＮ,8084,卸売業,0.0055%,TOPIX Small 2
20260430,ニプロ,8086,精密機器,0.0242%,TOPIX Mid400
20260430,岩谷産業,8088,卸売業,0.0385%,TOPIX Mid400
20260430,極東貿易,8093,卸売業,0.0021%,TOPIX Small 2
20260430,アステナホールディングス,8095,卸売業,0.0018%,TOPIX Small 2
20260430,三愛オブリ,8097,卸売業,0.0104%,TOPIX Small 1
20260430,稲畑産業,8098,卸売業,0.0178%,TOPIX Small 1
20260430,ＧＳＩクレオス,8101,卸売業,0.0028%,TOPIX Small 2
20260430,明和産業,8103,卸売業,0.0024%,TOPIX Small 2
20260430,ゴールドウイン,8111,繊維製品,0.0245%,TOPIX Mid400
20260430,ユニ・チャーム,8113,化学,0.1091%,TOPIX Large70
20260430,ワキタ,8125,卸売業,0.0061%,TOPIX Small 1
20260430,東邦ホールディングス,8129,卸売業,0.0257%,TOPIX Mid400
20260430,サンゲツ,8130,卸売業,0.0151%,TOPIX Small 1
20260430,ミツウロコグループホールディングス,8131,卸売業,0.0049%,TOPIX Small 2
20260430,シナネンホールディングス,8132,卸売業,0.0027%,TOPIX Small 2
20260430,伊藤忠エネクス,8133,卸売業,0.0096%,TOPIX Small 1
20260430,サンリオ,8136,卸売業,0.0917%,TOPIX Mid400
20260430,サンワテクノス,8137,卸売業,0.0037%,TOPIX Small 2
20260430,新光商事,8141,卸売業,0.0040%,TOPIX Small 2
20260430,トーホー,8142,卸売業,0.0033%,TOPIX Small 2
20260430,三信電気,8150,卸売業,0.0031%,TOPIX Small 2
20260430,東陽テクニカ,8151,卸売業,0.0030%,TOPIX Small 2
20260430,モスフードサービス,8153,卸売業,0.0117%,TOPIX Small 1
20260430,加賀電子,8154,卸売業,0.0158%,TOPIX Small 1
20260430,都築電気,8157,情報・通信業,0.0042%,TOPIX Small 2
20260430,ソーダニッカ,8158,卸売業,0.0020%,TOPIX Small 2
20260430,立花エレテック,8159,卸売業,0.0035%,TOPIX Small 2
20260430,木曽路,8160,小売業,0.0071%,TOPIX Small 1
20260430,ＳＲＳホールディングス,8163,小売業,0.0039%,TOPIX Small 2
20260430,千趣会,8165,小売業,0.0005%,TOPIX Small 2
20260430,リテールパートナーズ,8167,小売業,0.0039%,TOPIX Small 2
20260430,Ｊｏｓｈｉｎ,8173,小売業,0.0064%,TOPIX Small 1
20260430,日本瓦斯,8174,小売業,0.0259%,TOPIX Mid400
20260430,ロイヤルホールディングス,8179,小売業,0.0107%,TOPIX Small 1
20260430,チヨダ,8185,小売業,0.0019%,TOPIX Small 2
20260430,ライフコーポレーション,8194,小売業,0.0100%,TOPIX Small 1
20260430,リンガーハット,8200,小売業,0.0062%,TOPIX Small 1
20260430,ＭｒＭａｘＨＤ,8203,小売業,0.0012%,TOPIX Small 2
20260430,ＡＯＫＩホールディングス,8214,小売業,0.0067%,TOPIX Small 1
20260430,オークワ,8217,小売業,0.0021%,TOPIX Small 2
20260430,コメリ,8218,小売業,0.0090%,TOPIX Small 1
20260430,青山商事,8219,小売業,0.0102%,TOPIX Small 1
20260430,しまむら,8227,小売業,0.0466%,TOPIX Mid400
20260430,高島屋,8233,小売業,0.0528%,TOPIX Mid400
20260430,松屋,8237,小売業,0.0064%,TOPIX Small 1
20260430,エイチ・ツー・オー　リテイリング,8242,小売業,0.0227%,TOPIX Mid400
20260430,近鉄百貨店,8244,小売業,0.0019%,TOPIX Small 2
20260430,丸井グループ,8252,小売業,0.0354%,TOPIX Mid400
20260430,クレディセゾン,8253,その他金融業,0.0462%,TOPIX Mid400
20260430,アクシアル　リテイリング,8255,小売業,0.0062%,TOPIX Small 2
20260430,イオン,8267,小売業,0.3600%,TOPIX Large70
20260430,イズミ,8273,小売業,0.0102%,TOPIX Small 1
20260430,フォーバル,8275,卸売業,0.0008%,TOPIX Small 2
20260430,平和堂,8276,小売業,0.0088%,TOPIX Small 1
20260430,フジ,8278,小売業,0.0063%,TOPIX Small 1
20260430,ゼビオホールディングス,8281,小売業,0.0024%,TOPIX Small 1
20260430,ケーズホールディングス,8282,小売業,0.0239%,TOPIX Mid400
20260430,ＰＡＬＴＡＣ,8283,卸売業,0.0143%,TOPIX Mid400
20260430,三谷産業,8285,卸売業,0.0025%,TOPIX Small 2
20260430,ＳＢＩ新生銀行,8303,銀行業,0.0586%,TOPIX Mid400
20260430,あおぞら銀行,8304,銀行業,0.0302%,TOPIX Mid400
20260430,三菱ＵＦＪフィナンシャル・グループ,8306,銀行業,3.3407%,TOPIX Core30
20260430,りそなホールディングス,8308,銀行業,0.4469%,TOPIX Large70
20260430,三井住友トラストグループ,8309,銀行業,0.3358%,TOPIX Large70
20260430,三井住友フィナンシャルグループ,8316,銀行業,2.2588%,TOPIX Core30
20260430,千葉銀行,8331,銀行業,0.1203%,TOPIX Mid400
20260430,群馬銀行,8334,銀行業,0.0732%,TOPIX Mid400
20260430,武蔵野銀行,8336,銀行業,0.0188%,TOPIX Small 1
20260430,千葉興業銀行,8337,銀行業,0.0075%,TOPIX Small 1
20260430,筑波銀行,8338,銀行業,0.0048%,TOPIX Small 2
20260430,七十七銀行,8341,銀行業,0.0546%,TOPIX Mid400
20260430,秋田銀行,8343,銀行業,0.0069%,TOPIX Small 2
20260430,山形銀行,8344,銀行業,0.0061%,TOPIX Small 2
20260430,岩手銀行,8345,銀行業,0.0093%,TOPIX Small 2
20260430,東邦銀行,8346,銀行業,0.0144%,TOPIX Small 1
20260430,ふくおかフィナンシャルグループ,8354,銀行業,0.0962%,TOPIX Mid400
20260430,スルガ銀行,8358,銀行業,0.0293%,TOPIX Small 1
20260430,八十二長野銀行,8359,銀行業,0.0822%,TOPIX Mid400
20260430,山梨中央銀行,8360,銀行業,0.0123%,TOPIX Small 1
20260430,大垣共立銀行,8361,銀行業,0.0269%,TOPIX Small 1
20260430,福井銀行,8362,銀行業,0.0068%,TOPIX Small 2
20260430,清水銀行,8364,銀行業,0.0019%,TOPIX Small 2
20260430,滋賀銀行,8366,銀行業,0.0248%,TOPIX Small 1
20260430,南都銀行,8367,銀行業,0.0210%,TOPIX Small 1
20260430,百五銀行,8368,銀行業,0.0314%,TOPIX Small 1
20260430,紀陽銀行,8370,銀行業,0.0260%,TOPIX Small 1
20260430,ほくほくフィナンシャルグループ,8377,銀行業,0.0675%,TOPIX Mid400
20260430,山陰合同銀行,8381,銀行業,0.0220%,TOPIX Small 1
20260430,百十四銀行,8386,銀行業,0.0175%,TOPIX Small 1
20260430,四国銀行,8387,銀行業,0.0076%,TOPIX Small 2
20260430,阿波銀行,8388,銀行業,0.0176%,TOPIX Small 1
20260430,大分銀行,8392,銀行業,0.0125%,TOPIX Small 2
20260430,宮崎銀行,8393,銀行業,0.0109%,TOPIX Small 2
20260430,佐賀銀行,8395,銀行業,0.0060%,TOPIX Small 2
20260430,琉球銀行,8399,銀行業,0.0101%,TOPIX Small 1
20260430,セブン銀行,8410,銀行業,0.0156%,TOPIX Mid400
20260430,みずほフィナンシャルグループ,8411,銀行業,1.7919%,TOPIX Core30
20260430,山口フィナンシャルグループ,8418,銀行業,0.0495%,TOPIX Mid400
20260430,芙蓉総合リース,8424,その他金融業,0.0225%,TOPIX Mid400
20260430,みずほリース,8425,その他金融業,0.0202%,TOPIX Small 1
20260430,東京センチュリー,8439,その他金融業,0.0302%,TOPIX Mid400
20260430,ＳＢＩホールディングス,8473,証券、商品先物取引業,0.2087%,TOPIX Mid400
20260430,日本証券金融,8511,その他金融業,0.0140%,TOPIX Small 1
20260430,名古屋銀行,8522,銀行業,0.0204%,TOPIX Small 1
20260430,北洋銀行,8524,銀行業,0.0241%,TOPIX Small 1
20260430,愛媛銀行,8541,銀行業,0.0049%,TOPIX Small 2
20260430,京葉銀行,8544,銀行業,0.0176%,TOPIX Small 1
20260430,栃木銀行,8550,銀行業,0.0097%,TOPIX Small 2
20260430,北日本銀行,8551,銀行業,0.0028%,TOPIX Small 2
20260430,東和銀行,8558,銀行業,0.0037%,TOPIX Small 2
20260430,リコーリース,8566,その他金融業,0.0109%,TOPIX Small 1
20260430,イオンフィナンシャルサービス,8570,その他金融業,0.0168%,TOPIX Mid400
20260430,アコム,8572,その他金融業,0.0168%,TOPIX Mid400
20260430,ジャックス,8584,その他金融業,0.0092%,TOPIX Small 1
20260430,オリエントコーポレーション,8585,その他金融業,0.0075%,TOPIX Small 1
20260430,オリックス,8591,その他金融業,0.5925%,TOPIX Large70
20260430,三菱ＨＣキャピタル,8593,その他金融業,0.1341%,TOPIX Mid400
20260430,ジャフコ　グループ,8595,証券、商品先物取引業,0.0109%,TOPIX Mid400
20260430,トモニホールディングス,8600,銀行業,0.0159%,TOPIX Small 1
20260430,大和証券グループ本社,8601,証券、商品先物取引業,0.1973%,TOPIX Mid400
20260430,野村ホールディングス,8604,証券、商品先物取引業,0.3878%,TOPIX Large70
20260430,岡三証券グループ,8609,証券、商品先物取引業,0.0134%,TOPIX Small 1
20260430,丸三証券,8613,証券、商品先物取引業,0.0065%,TOPIX Small 1
20260430,東洋証券,8614,証券、商品先物取引業,0.0038%,TOPIX Small 2
20260430,東海東京フィナンシャル・ホールディングス,8616,証券、商品先物取引業,0.0157%,TOPIX Small 1
20260430,水戸証券,8622,証券、商品先物取引業,0.0034%,TOPIX Small 2
20260430,いちよし証券,8624,証券、商品先物取引業,0.0046%,TOPIX Small 2
20260430,松井証券,8628,証券、商品先物取引業,0.0119%,TOPIX Small 1
20260430,ＳＯＭＰＯホールディングス,8630,保険業,0.5412%,TOPIX Large70
20260430,日本取引所グループ,8697,その他金融業,0.1921%,TOPIX Large70
20260430,マネックスグループ,8698,証券、商品先物取引業,0.0133%,TOPIX Small 1
20260430,極東証券,8706,証券、商品先物取引業,0.0040%,TOPIX Small 1
20260430,岩井コスモホールディングス,8707,証券、商品先物取引業,0.0073%,TOPIX Small 1
20260430,アイザワ証券グループ,8708,証券、商品先物取引業,0.0029%,TOPIX Small 2
20260430,フィデアホールディングス,8713,銀行業,0.0037%,TOPIX Small 2
20260430,池田泉州ホールディングス,8714,銀行業,0.0241%,TOPIX Small 1
20260430,アニコム　ホールディングス,8715,保険業,0.0088%,TOPIX Small 1
20260430,ＭＳ＆ＡＤインシュアランスグループホールディングス,8725,保険業,0.4727%,TOPIX Large70
20260430,ソニーフィナンシャルグループ,8729,保険業,0.0872%,TOPIX Core30
20260430,スパークス・グループ,8739,証券、商品先物取引業,0.0040%,TOPIX Small 2
20260430,第一ライフグループ,8750,保険業,0.5211%,TOPIX Large70
20260430,東京海上ホールディングス,8766,保険業,1.3919%,TOPIX Core30
20260430,イー・ギャランティ,8771,その他金融業,0.0051%,TOPIX Small 1
20260430,ＮＥＣキャピタルソリューション,8793,その他金融業,0.0037%,TOPIX Small 2
20260430,Ｔ＆Ｄホールディングス,8795,保険業,0.1585%,TOPIX Mid400
20260430,アドバンスクリエイト,8798,保険業,0.0003%,TOPIX Small 2
20260430,三井不動産,8801,不動産業,0.4694%,TOPIX Large70
20260430,三菱地所,8802,不動産業,0.5008%,TOPIX Large70
20260430,平和不動産,8803,不動産業,0.0086%,TOPIX Small 1
20260430,東京建物,8804,不動産業,0.0641%,TOPIX Mid400
